"objectid","name","inc_crc","updated_at","geom_4326","geom_3414","x","y"
63793,JANGGUS GARDEN,"1F3DD1EC5E0E9581","20250124001423",POINT (103.83698385 1.45753983),POINT (28407.885054116716 48792.86785391603),28407.885,48792.86762347
63794,PEBBLE GARDEN,"930E38BDE1EF7481","20250124001423",POINT (103.82949312 1.45064492),POINT (27574.287499549926 48030.46327734811),27574.28801996,48030.46359999
63795,SPRINGSIDE PK,A1B958A0B15ABD55,"20250124001423",POINT (103.82060744 1.4056719),POINT (26585.42548470296 43057.576633414654),26585.42505,43057.57656617
63796,CASHEW RD PG,"1E1A89687763439E","20250124001423",POINT (103.76466781 1.37059982),POINT (20360.001366338296 39179.58959950987),20360.001,39179.58947282
63797,CASHEW LINK PG,"95CAFC22DFC58B3A","20250124001423",POINT (103.76892501 1.37135889),POINT (20833.778600870894 39263.51059076574),20833.779,39263.5103464
63798,CACTUS RD PG,"00177AF225584CC7","20250124001423",POINT (103.85223648 1.39010905),POINT (30105.31553608268 41336.72004132741),30105.315,41336.72021843
63799,EAST COAST PARK AREA C,F82E79A64DA965B0,"20250124001423",POINT (103.91246081 1.30035164),POINT (36807.82197099519 31411.93405861011),36807.8223041,31411.93424999
63800,EAST COAST PARK AREA E1 CAR PARK,CFA6A14454D77813,"20250124001423",POINT (103.93021604 1.30732067),POINT (38783.79223371153 32182.603495254887),38783.79251195,32182.60354999
63801,THE FOOTHILLS FORT CANNING PK,"79D936350ADC3D5C","20250205023430",POINT (103.84569066 1.29225761),POINT (29376.905799288903 30516.803302924098),29376.90545,30516.80383273
63802,JLN SENDUDOK PARK,ECB76709E622AE18,"20250205023430",POINT (103.82716296 1.44389988),POINT (27314.97582332499 47284.63115552956),27314.97635,47284.63079328
63803,PASIR PANJANG NURSERY,"94CD40DF5AA51F8B","20250205023430",POINT (103.79387132 1.28158977),POINT (23609.84195956136 29337.23912759368),23609.84205,29337.23955703
63804,CAMBRIDGE PARK,"39073847C9B058FA","20250205023430",POINT (103.84683782 1.3136609),POINT (29504.562123978787 32883.46959902204),29504.56245,32883.46981774
63805,SEMBAWANG PK,"0B5AAB3D0B87E215","20250205023430",POINT (103.83684543 1.46150297),POINT (28392.48047815487 49231.09202055775),28392.48005,49231.09170055
63806,BUKIT TIMAH NATURE RESERVE,A7291E7086B9FC70,"20250205023430",POINT (103.77909858 1.35405948),POINT (21965.930576654915 37350.60107827118),21965.93055,37350.60083183
63807,LOWER PEIRCE RESERVOIR PARK,"546A3E0750A821F2","20250205023430",POINT (103.82649975 1.36921472),POINT (27241.146731378132 39026.323848166525),27241.14665,39026.32378691
63808,SPRINGLEAF NATURE PARK,"5631CBB25F9D5C7D","20250205023430",POINT (103.82029894 1.40188646),POINT (26551.091353670574 42639.002002633315),26551.0910397,42639.00155
63809,CENTRAL CATCHMENT NATURE RESERVE,E8FAAE5721D78244,"20250205023430",POINT (103.80561736 1.38077097),POINT (24917.20372297041 40304.17210456363),24917.20365,40304.17230415
63810,KRANJI RESERVOIR PARK B,"9DCC5F8F97E938A9","20250205023430",POINT (103.73782913 1.43964725),POINT (17373.49120321955 46814.61829579234),17373.49115,46814.61878406
63811,EAST COAST PARK AREA E,"4EF23CFA3EF8D84D","20250124001423",POINT (103.93262756 1.30704498),POINT (39052.17360381076 32152.129550385118),39052.17378774,32152.12939999
63812,HORTPARK,"1D4A1A987FC0D5F8","20250124001423",POINT (103.79805322 1.27907797),POINT (24075.249543054175 29059.490426669196),24075.24914018,29059.49054999
63813,BISHAN-ANG MO KIO PARK (POND GARDENS),FABBA24170EF63BD,"20250124001423",POINT (103.83640855 1.3652069),POINT (28343.87703030568 38583.15865574966),28343.8775306,38583.15854999
63814,SBG LC ZONE 1 (TNC),"1647DE6BA5076534","20250124001423",POINT (103.81562486 1.31002445),POINT (26030.855535122075 32481.372559715404),26030.8558,32481.37282883
63815,SENGKANG RIVERSIDE PK,"224CFC61489D0DE2","20250124001423",POINT (103.88432517 1.39944821),POINT (33676.346251372604 42369.45029157278),33676.3465,42369.45056274
63816,MOUNT EMILY PK,"7D0F0F0743A8873B","20250124001423",POINT (103.84761124 1.30437609),POINT (29590.64221448332 31856.803523236907),29590.64261636,31856.80304999
63817,CITY GREEN,D942598FA3BA6367,"20250124001423",POINT (103.85602246 1.31184682),POINT (30526.726518859756 32682.885345253264),30526.7263,32682.88548527
63818,JALAN SENANG LINEAR PARK,"03467CFFA2723E84","20250124001423",POINT (103.91718425 1.32557239),POINT (37333.405418256785 34200.7348988682),37333.40535,34200.73537883
63819,CHOA CHU KANG PK,D9CEB77D66C4F4C5,"20250124001423",POINT (103.74745761 1.38626579),POINT (18444.775825339933 40911.9166935191),18444.77595,40911.91672259
63820,TANJONG PAGAR PK,"975032F7DAEA3AB7","20250124001423",POINT (103.8466256 1.27656173),POINT (29480.965578759027 28781.23446016987),29480.96512962,28781.23429999
63821,KALLANG LINEAR PARK,"66B161CB950C0723","20250124001423",POINT (103.85569527 1.35044895),POINT (30490.274673702752 36951.31104718447),30490.2746,36951.31056514
63822,OLD UPPER ALJUNIED ROAD,"6E7DB17B27C6D031","20250124001423",POINT (103.87522011 1.3386954),POINT (32663.19291085309 35651.691944761566),32663.19278409,35651.69194999
63823,AIDA PK,CFB796C88E224855,"20250124001423",POINT (103.92792693 1.31937962),POINT (38528.9847447715 33516.01230832279),38528.9845,33516.01247374
63786,MIMOSA TERRACE PG,"005091E29A1D11ED","20250124001423",POINT (103.86044969 1.38405036),POINT (31019.34635913748 40666.78966968757),31019.34595,40666.78947408
63787,DEW GARDEN,CFBF27D92730E139,"20250124001423",POINT (103.8710654 1.39926635),POINT (32200.71261120002 42349.31322552006),32200.7125,42349.31273678
63788,ANG MO KIO LINEAR PARK (PLOT 4),D89B688EC2BADD67,"20250925000133",POINT (103.86580841 1.37903314),POINT (31615.711131822285 40112.01836435777),31615.71125047,40112.01864999
63789,NIM MEADOW PARK,"53AF2FBC6033238A","20250124001423",POINT (103.86340432 1.37861662),POINT (31348.166593179183 40065.95817840372),31348.1669616,40065.95809999
63790,PLATINA RD PG,EAB5E9A3C37BAE42,"20250124001423",POINT (103.82611872 1.42754535),POINT (27198.76251535363 45476.22977197339),27198.763,45476.22925031
63791,GOODLINK PK PG,"4604BFD9D2EA9DDA","20250124001423",POINT (103.82539258 1.42729961),POINT (27117.953806353427 45449.057346104964),27117.9542548,45449.05704998
63792,SPRINGLEAF AVE PG,F4F64A24669D6B76,"20250124001423",POINT (103.82259767 1.40090383),POINT (26806.908234102008 42530.34644924095),26806.90808103,42530.34699999
63900,LIMAU VILLAS PG,"8E94701FADC90C06","20250124001423",POINT (103.9505141 1.32387245),POINT (41042.69574754627 34012.9143975819),41042.69531455,34012.91449999
63901,TURNHOUSE PK,"117048867E0C951B","20250124001423",POINT (103.97897923 1.38990357),POINT (44210.14826379185 41314.49038554424),44210.1483,41314.49036638
63902,SENNETT AVE OS,DE2BFFDFF0A311BA,"20250124001423",POINT (103.93933426 1.31878722),POINT (39798.51324579418 33450.55881621813),39798.5133648,33450.55899999
63903,JLN LIMAU KASTURI OS,"476A883DC6A2C106","20250124001423",POINT (103.94622772 1.32449426),POINT (40565.660526232154 34081.64896256321),40565.6605,34081.64855316
63904,KALLANG RIVERSIDE PK,CFC6A7CB8F5145C7,"20250124001423",POINT (103.86882041 1.3077193),POINT (31951.023535850545 32226.50188213803),31951.02306398,32226.50174999
63905,AROOZOO AVE PG,"0D8ED0D79EC01425","20250124001423",POINT (103.88595627 1.35519687),POINT (33857.97377177886 37476.363960283365),33857.9740563,37476.36359999
63906,TRAS LINK PK,C0E6845EE1140A98,"20250124001423",POINT (103.8437902 1.27645761),POINT (29165.408148917835 28769.719952012478),29165.40803215,28769.71999999
63907,DUXTON PLAIN PK,C4BEB36AFC90B556,"20250124001423",POINT (103.84141929 1.28112233),POINT (28901.543083335124 29285.519621609164),28901.5434,29285.51987394
63908,HAZEL PK OS,B1CA2D9C9AB9BA00,"20250124001423",POINT (103.76364489 1.3716346),POINT (20246.166040484815 39294.01367917687),20246.1655,39294.01420709
63909,HAIG WALK (GEYLANG RD-DUNMAN RD),"01F66710CF475E96","20250124001423",POINT (103.90074024 1.30651932),POINT (35503.40851879861 32093.886973587403),35503.40865,32093.88724526
63910,JOO CHIAT TERRACE PK,"8D6AD9FC17D255D5","20250124001423",POINT (103.90169893 1.31440838),POINT (35610.07811261932 32966.2221584653),35610.07805,32966.22175716
63911,LORONG SARINA INTERIM PK,"05B6B2D4EE973902","20250124001423",POINT (103.90608246 1.32014372),POINT (36097.90476115909 33600.42088586887),36097.90527441,33600.42114999
63912,CHANGI PT FERRY TERMINAL,B7F8A46BDE216D96,"20250124001423",POINT (103.98731252 1.39120691),POINT (45137.528543424225 41458.66645548479),45137.52891201,41458.66639999
63913,TANAH MERAH PG,D01095654196FEE6,"20250124001423",POINT (103.94687555 1.32902934),POINT (40637.734624792814 34583.119132291744),40637.7345,34583.1186865
63914,MARIAM WALK PG,"956C6969EBBCFADB","20250124001423",POINT (103.96854744 1.35954736),POINT (43049.412630914434 37957.77662986482),43049.41305,37957.77662228
63915,LOYANG VIEW PG,EFA51AE213A801AA,"20250124001423",POINT (103.96563729 1.3630395),POINT (42725.524730755555 38343.90276606828),42725.525,38343.90277743
63916,EAST COAST PARK AREA A3,"4221BD9A7430873C","20250430001322",POINT (103.87743248 1.29361337),POINT (32909.4942403336 30666.755544613494),32909.4944,30666.75582113
63917,EAST COAST PARK AREA A,"723444E9134579E5","20250430001322",POINT (103.86958624 1.29404954),POINT (32036.275015321688 30714.971159805184),32036.27529049,30714.97149999
63918,GREENRIDGE CRESCENT PG,B7E97FAE9B6D40EB,"20250124001423",POINT (103.76576323 1.33427971),POINT (20481.796607989447 35163.490996559296),20481.7965,35163.49130952
63919,BINCHANG RISE PG,"78486BAA94B89ED1","20250124001423",POINT (103.84354841 1.34867365),POINT (29138.466231972612 36754.99838165051),29138.4665,36754.99798433
63920,PESARI WALK PG,"63FF496CE3397C39","20250124001423",POINT (103.95397859 1.32442964),POINT (41428.25659057652 34074.54423400731),41428.25698694,34074.54399999
63921,HAMPSTEAD WETLANDS PARK,D8BE9AA560D15966,"20250124001423",POINT (103.86927945 1.40918682),POINT (32001.94354842221 43446.2657231591),32001.9439,43446.26566173
63922,HOLLAND GREEN LINEAR PARK,"9002225B07EE388E","20250124001423",POINT (103.78401697 1.32712284),POINT (22513.231627198627 34372.07244803613),22513.23186076,34372.07194999
63923,JALAN DERMAWAN PLAYGROUND,"4007D61242DAE7E1","20250124001423",POINT (103.75860584 1.36063895),POINT (19685.342961776634 38078.186581034184),19685.3435,38078.18610741
63924,ONE-NORTH PARK,"03B216B071ADB52E","20250124001423",POINT (103.79036831 1.30427828),POINT (23220.02791302443 31846.02449831088),23220.028,31846.02428926
63925,SG API API PK,"0C102BDBE5F61E25","20250124001423",POINT (103.94600304 1.37888397),POINT (40540.37687211844 40095.79592321776),40540.3764936,40095.79589998
63926,ANG MO KIO TOWN GARDEN EAST,EAA34FE60E8C8978,"20250124001423",POINT (103.85028589 1.37057102),POINT (29888.255715993422 39176.30219129608),29888.2559,39176.30243154
63927,TELOK BLANGAH HILL PARK,C3DC37CDAFB3DBBC,"20250124001423",POINT (103.81025373 1.27865941),POINT (25433.067716641326 29013.19278629652),25433.06810428,29013.19304999
63928,GREENWOOD CRESCENT PG,"5AB938871CC813AC","20250124001423",POINT (103.80548695 1.33550624),POINT (24902.633077690974 35299.0287026235),24902.6335,35299.02825961
63929,JLN KAYU PK,"18CE986FB6CF9F2A","20250124001423",POINT (103.87288129 1.39810287),POINT (32402.798899651923 42220.664794550044),32402.7989,42220.66451208
63930,CHILTERN DRIVE INTERIM PARK,"29530D601FC935F4","20250124001423",POINT (103.86200639 1.34855906),POINT (31192.63404102096 36742.34401088963),31192.63415,36742.3435117
63931,COLCHESTER GROVE INTERIM OS,"2ADFCC27CC79B3AA","20250124001423",POINT (103.86674254 1.3564831),POINT (31719.70281326013 37618.55076766884),31719.7025,37618.55089347
63932,PAYA LEBAR ROAD PARK,"0108C0BF73D62290","20250124001423",POINT (103.88858044 1.33284884),POINT (34150.06989647356 35005.23842151675),34150.06975,35005.23793965
63933,JAMBOL PLACE PARK,DE3AD3BB9FE0C4DD,"20250124001423",POINT (103.79018535 1.27902576),POINT (23199.618733982417 29053.73069080383),23199.619,29053.73089397
63934,PENANG RD OS,ED7131A4C5A5E417,"20250124001423",POINT (103.84149382 1.30023539),POINT (28909.830884892475 31398.9432051579),28909.8308338,31398.94289999
63935,NERAM CRESCENT PG,BACF551C643D2AC9,"20250124001423",POINT (103.8657441 1.3855886),POINT (31608.54434221235 40836.88786150783),31608.5445,40836.88793401
63936,GELENGGANG PARK,AB9D876B84AD72A5,"20250124001423",POINT (103.82983449 1.37347589),POINT (27612.26369576198 39497.501546257794),27612.26392914,39497.50199998
63937,FABER HILLS PLAYGROUND,"9354762FC6CBCFD3","20250124001423",POINT (103.75797648 1.31976725),POINT (19615.16346516655 33558.80137193599),19615.16295,33558.80142196
63938,BERLAYER CREEK,B2D184C3DAB99616,"20250124001423",POINT (103.80514529 1.2677204),POINT (24864.52615379327 27803.61920943697),24864.52645,27803.61937351
63939,PULAU UBIN AND CHEK JAWA,"8169164D05189B81","20250124001423",POINT (103.96541181 1.41375213),POINT (42700.118191995396 43951.46176935092),42700.11847633,43951.46205
63940,RAILWAY CORRIDOR RIFLE RANGE CONNECTOR,D928214B0D5DA508,"20250124001423",POINT (103.7793212 1.34138192),POINT (21990.674577723195 35948.78009565823),21990.67415,35948.77963848
63941,UPPER SERANGOON PARK,"579231E80A9CAB60","20250124001423",POINT (103.87522576 1.35163744),POINT (32663.797132377815 37082.75696020287),32663.79710883,37082.75679999
63942,PHOENIX PARK,E9ECE5488CC0013A,"20250124001423",POINT (103.75723986 1.37588981),POINT (19533.378698481327 39764.55528305797),19533.379,39764.55508292
63943,ENG KONG PLACE FC,C88329B0B0DA137F,"20250124001423",POINT (103.76724605 1.3347392),POINT (20646.820395826715 35214.29459930837),20646.82025238,35214.29494999
63944,GOLDEN RISE PG,"0482012CA11FB93F","20250124001423",POINT (103.76486852 1.33632365),POINT (20382.230994049365 35389.502329027026),20382.231,35389.5021468
63945,CONNAUGHT DRIVE,"6DD5221DF556BEC4","20250124001423",POINT (103.85327993 1.28985501),POINT (30221.528157319583 30251.1415471036),30221.5285,30251.14146354
63946,YARROW PARK,"44A0D5DDC14E6E53","20250124001423",POINT (103.92150195 1.31542302),POINT (37813.96215914813 33078.485026861534),37813.96202216,33078.48539999
63947,SIGLAP LINEAR PK (UPP EC RD-M PARADE),"0A2CF07FD29438A8","20250124001423",POINT (103.92840652 1.3112841),POINT (38582.39257005015 32620.852105216723),38582.3925,32620.85255149
63948,TANJONG KATONG RD SOUTH PG,"2E0FDA344A723B71","20250124001423",POINT (103.89732193 1.30017411),POINT (35122.99982795518 31392.25594166104),35123.0,31392.25603907
63949,JLN BULOH PERINDU PG,FC149224557096B8,"20250124001423",POINT (103.91938448 1.3084826),POINT (37578.33429616818 32311.03997642445),37578.33455,32311.03969204
63950,MEYER RD PG,C9C5B5866EBE661B,"20250124001423",POINT (103.89419708 1.29856852),POINT (34775.23614587828 31214.709375115155),34775.236,31214.70895942
63951,TELOK KURAU PK,CC6E49C46482067F,"20250124001423",POINT (103.91428585 1.31536476),POINT (37010.87918869559 33072.01572011055),37010.8789,33072.01591485
63952,ELITE TERRACE PK,"22512B46CE9565EA","20250124001423",POINT (103.92430631 1.31559885),POINT (38126.06004172659 33097.938629909484),38126.0605,33097.93805167
63953,SIGLAP LINEAR PK (JLN B'WAN-UPP EC RD),"45A03875319DCC39","20250124001423",POINT (103.92740864 1.31437984),POINT (38471.32494285033 32963.15938731217),38471.3245,32963.15966257
63954,JALAN REMAJA INTERIM PARK,"1DAD8C155A76156B","20250124001423",POINT (103.76077601 1.35757832),POINT (19926.847555376055 37739.75007946504),19926.84805,37739.75045823
63955,PAVILION PLAYGROUND II,CC5B115324297200,"20250124001423",POINT (103.75343447 1.36834042),POINT (19109.857669971716 38929.79517084377),19109.85822549,38929.79544999
63956,CASHEW RD INTERIM PK,"0084B66A2E1B1133","20250124001423",POINT (103.76796711 1.37240455),POINT (20727.17908767121 39379.13731849203),20727.17956548,39379.13714999
63957,EMPRESS PLACE,"38F1232CE3D8C94E","20250124001423",POINT (103.85213965 1.28696158),POINT (30094.627071147366 29931.20001254012),30094.6273017,29931.20054999
63958,PEARL'S HILL CITY PK,"1F9B330BFE341F43","20250124001423",POINT (103.83872911 1.28451315),POINT (28602.14718041994 29660.458188699966),28602.1473739,29660.45799999
63959,RAFFLES PLACE PK,"974D2078137D5EEA","20250124001423",POINT (103.85149993 1.28359426),POINT (30023.43425445368 29558.8586262013),30023.4339,29558.85858669
63960,TELOK AYER PK,"13C92463A62FD1BC","20250124001423",POINT (103.84668683 1.27817751),POINT (29487.779062717225 28959.899095308763),29487.7796,28959.89859826
63961,WATERBOAT HOUSE GARDEN,"0B8AF7B723C17B8A","20250124001423",POINT (103.85347304 1.28731952),POINT (30243.021871045756 29970.780304583415),30243.02195,29970.77990432
63962,ANN SIANG HILL PK,"6BD80B5E1FD2FCDC","20250124001423",POINT (103.84611877 1.281062),POINT (29424.55695095951 29278.850771722333),29424.5575,29278.85084195
63963,THOMSON RD PG,BE71EF9BC072990D,"20250124001423",POINT (103.84370946 1.31625995),POINT (29156.404396572736 33170.857531725655),29156.40494582,33170.85804999
63964,MALCOLM PK,"0D1A99F31BABD106","20250124001423",POINT (103.82651847 1.32256293),POINT (27243.215629839044 33867.80733047979),27243.21603224,33867.80699999
63965,ROWELL RD OS,"568FB5A24C89ED4C","20250124001423",POINT (103.85484862 1.3084223),POINT (30396.09250929763 32304.218357860726),30396.0925,32304.21859765
63966,SOMME RD PG,EC5A801EC761BB6D,"20250124001423",POINT (103.858152 1.3114841),POINT (30763.724527298284 32642.77987857082),30763.7245,32642.78042983
63967,ORCHID VILLAGE PG,ED5F665C513B5C73,"20250124001423",POINT (103.80171317 1.33570402),POINT (24482.651385991 35320.90328521465),24482.651,35320.90345374
63968,UPPER PAYA LEBAR INTERIM PARK,D45A04D644E68217,"20250124001423",POINT (103.88246412 1.34358393),POINT (33469.36319639702 36192.255742410896),33469.36295,36192.25546672
63969,JLN PELATOK OS,"7D0BE6DD24B74534","20250124001423",POINT (103.96085682 1.34617457),POINT (42193.61156079834 36479.03153988131),42193.612,36479.03199999
63970,CHANGI EAST BOARDWALK (CHANGI FERRY TER),DA62104837EAA510,"20250124001423",POINT (103.98418177 1.39221882),POINT (44789.108697849704 41570.536221557784),44789.10867633,41570.53569999
63971,CHANGI POINT PROMENADE,B910A6653A2E9220,"20250124001423",POINT (103.98911988 1.39020518),POINT (45338.672077064155 41347.913020035136),45338.67207912,41347.91349999
63972,ANG MO KIO TOWN GARDEN WEST,"53802533B6595F2F","20250124001423",POINT (103.84273959 1.37450947),POINT (29048.442431392585 39611.79134229535),29048.44293733,39611.79149999
63973,JLN LIMAU MANIS PG,E391F192D0BB2B9E,"20250124001423",POINT (103.94904499 1.324734),POINT (40879.19374613555 34108.17269411519),40879.19391059,34108.17299999
63974,ANG MO KIO LINEAR PK (PLOT 3),"204CC9776F802BA2","20250124001423",POINT (103.86871835 1.3791914),POINT (31939.55077289156 40129.52256971966),31939.55080783,40129.52294999
63975,SIANG KUANG AVE INTERIM PK,"31237BF38CDCDE9F","20250124001423",POINT (103.87304948 1.32982837),POINT (32421.640758785266 34671.216929778835),32421.64095,34671.21694486
64052,JLN PARI BURONG PG,F6D4FBF335B4B036,"20250124001423",POINT (103.9469615 1.33383027),POINT (40647.27553462084 35113.98285802013),40647.27565653,35113.98249999
64053,JLN PARI DEDAP PG,"8D5E55F3C59473D1","20250124001423",POINT (103.94388048 1.33302055),POINT (40304.39362876024 35024.43238658889),40304.3935,35024.43278554
64054,MERAGI RD PG,"8607A2C0FAE16BF7","20250124001423",POINT (103.96028264 1.34438341),POINT (42129.72180290497 36280.97040117788),42129.72155,36280.96990593
64055,SUNBIRD CIRCLE PG,"5A605D7DCEB09492","20250124001423",POINT (103.95824013 1.3390909),POINT (41902.442119833475 35695.73859874909),41902.4418625,35695.73899998
64056,BEDOK RIA CRESCENT PG,"8FA4AD796815DF4F","20250124001423",POINT (103.95308238 1.32741735),POINT (41328.501226259155 34404.905769305326),41328.501,34404.90557695
64057,HARVEY CRESCENT PG,CD440199ABFC21D9,"20250124001423",POINT (103.95519192 1.34065903),POINT (41563.19957073456 35869.11771248593),41563.2,35869.11749906
64058,CHANGI POINT WATERFRONT PK,"85DEECC7DAAC88B7","20250124001423",POINT (103.98826628 1.39043254),POINT (45243.67554157563 41373.04717913634),45243.67546152,41373.04699998
64059,ELIAS TERRACE PG,"9417E3C1C7B0B96F","20250124001423",POINT (103.94108425 1.37222843),POINT (39993.00937683789 39359.83350244911),39993.00959074,39359.83349999
64060,PUNGGOL HERITAGE TRAIL PHASE 1,"907ABF255D1DE595","20250811002815",POINT (103.90969978 1.41371388),POINT (36500.148187079096 43946.95402351294),36500.148,43946.95385703
64061,KATONG PK,"8D7CD2FDFB705C7B","20250124001423",POINT (103.88634784 1.2971665),POINT (33901.68846493084 31059.661490043785),33901.68875713,31059.66194999
64062,THE INGLEWOOD PG,C9CBFBEAFB94B89D,"20250124001423",POINT (103.83005168 1.36107446),POINT (27636.43240204431 38126.21452830161),27636.4328146,38126.21454999
64063,CHUAN LANE PARK,B75B36D8C07F54BE,"20250124001423",POINT (103.85808296 1.35175607),POINT (30755.996327037916 37095.848289722984),30755.99641717,37095.84799999
64064,TAI KENG GARDENS PG,"99328C14E4C11F37","20250124001423",POINT (103.88505458 1.34617053),POINT (33757.64718418926 36478.274812792784),33757.64745816,36478.27499999
64065,EAST COAST TERRACE PK,AFA56CF66B087765,"20250124001423",POINT (103.92380556 1.31096009),POINT (38070.34989529329 32585.005727592263),38070.35,32585.00577511
64066,ST MICHAEL'S PG,C747C4FF7EBBBC59,"20250124001423",POINT (103.86488767 1.32622809),POINT (31513.32020331009 34273.1032571394),31513.31982067,34273.10384999
64067,ANG MO KIO LINEAR PK (PLOT 2),BC1C49BC50872505,"20250124001423",POINT (103.87176019 1.37933423),POINT (32278.069226824966 40145.321237263124),32278.06918868,40145.32169998
64068,EAST COAST PARK AREA B,"944B39B9473CE6FD","20250124001423",POINT (103.90013136 1.2964678),POINT (35435.67519544084 30982.43910173505),35435.67524644,30982.43919999
64069,ALJUNIED PK,"31A045BA2D074DBB","20250124001423",POINT (103.87996253 1.32913844),POINT (33190.993741805854 34594.94143567339),33190.99405,34594.94095646
64070,CLOVER CRESCENT PG,D2331675C988C1B2,"20250124001423",POINT (103.84457615 1.35104815),POINT (29252.841032153665 37017.558971896855),29252.84081077,37017.55899999
64071,WEST COAST PLACE PLAYGROUND,BFF64F8E82B33CE5,"20250124001423",POINT (103.75845017 1.31425393),POINT (19667.862232582942 32949.164656106266),19667.862,32949.1651957
64072,INTERIM PK AT TERANG BULAN AVE,"7942E08D58734F07","20250124001423",POINT (103.9215768 1.3216333),POINT (37822.26791539236 33765.18700508774),37822.2675,33765.18672795
64073,MT BATTEN RD/OLD AIRPORT RD OS,"5B820F7A74CFDB52","20250124001423",POINT (103.88330756 1.30574055),POINT (33563.31327650939 32007.729249371583),33563.313,32007.72928277
64074,MARINE PARADE RD PK,"96116C1F1566C186","20250124001423",POINT (103.90802873 1.30489833),POINT (36314.55594435838 31914.66902560323),36314.55565423,31914.66949999
64075,HINDHEDE NATURE PARK,"60BC992C866DAAD9","20250124001423",POINT (103.77603671 1.35024369),POINT (21625.169189865934 36928.67812809092),21625.1695,36928.67810952
64076,TANAH PUTEH PK,"91A37CE995A31F54","20250124001423",POINT (103.93135824 1.31582687),POINT (38910.871832720964 33123.18166582727),38910.87187704,33123.18149999
64077,TELOK KURAU LORONG N PK,"57B9B3D60495C9B2","20250124001423",POINT (103.91280541 1.31032508),POINT (36846.1380452297 32514.747982367706),36846.138,32514.74749307
64078,KHEAM HOCK PARK,"6B7B8E0EB5DCB729","20250124001423",POINT (103.81922171 1.33042158),POINT (26431.163905637684 34736.77998870358),26431.16413005,34736.77989999
64079,GREENLEAF VIEW PK PG,EA727AC3C83E94A9,"20250124001423",POINT (103.78808737 1.32231062),POINT (22966.216191902917 33839.95302598322),22966.21659698,33839.95339999
64080,FERNVALE PARK,"492D03AACD5A3526","20250124001423",POINT (103.87487871 1.39751452),POINT (32625.086132080425 42155.611851551905),32625.08642774,42155.61239999
64081,EAST COAST PARK AREA D,"66B6484ABC50BE3C","20250124001423",POINT (103.92522216 1.30427402),POINT (38228.03134396235 31845.69929703051),38228.03164229,31845.69934999
64082,MSS - MOUNT SINAI VIEW STATELAND,A3E6D0DAADDB8571,"20250124001423",POINT (103.7815145 1.31764521),POINT (22234.710183750438 33324.09003132659),22234.7103373,33324.09009999
64083,CHWEE CHIAN PLAYGROUND,"46244C48781AEAED","20250124001423",POINT (103.78895402 1.27957284),POINT (23062.58263434394 29114.226323070867),23062.5825,29114.22603847
63976,JLN PINTAU PG,"34DC797F7EF6F0A1","20250124001423",POINT (103.83997322 1.35394567),POINT (28740.585818930154 37337.950057284186),28740.58566267,37337.95004999
63977,JALAN SEMBILANG PARK,"855F261C2BDFC3C1","20250124001423",POINT (103.83403586 1.35656552),POINT (28079.825138550583 37627.6387006649),28079.82506843,37627.63879999
63978,WOODLANDS WATERFRONT PK,"8AE2D4AD755DC647","20250124001423",POINT (103.78131813 1.45335607),POINT (22213.18550587983 48330.314936853116),22213.18522214,48330.31444998
63979,HILLVIEW CRESCENT PLAYGROUND,"35C47A4DA47ED191","20250124001423",POINT (103.76116233 1.35526235),POINT (19969.832909138877 37483.66044215397),19969.83286373,37483.65999998
63980,LORONG KEMUNCHUP PLAYGROUND,FC4A046BBFB27C99,"20250124001423",POINT (103.76093339 1.36039305),POINT (19944.371473624455 38050.98829372264),19944.37102174,38050.98804999
63981,ADMIRALTY PK,"1799BB6EC87EEB8D","20250124001423",POINT (103.78004641 1.45033185),POINT (22071.65557995487 47995.91499785481),22071.6559,47995.9148642
63982,HUA GUAN CRESCENT PG,BDFCACB74B2AF37A,"20250124001423",POINT (103.78505954 1.33701054),POINT (22629.28052192757 35465.40174988532),22629.2805,35465.40161015
63983,BOUGAINVILLEA PK,B8A8965975405A72,"20250124001423",POINT (103.80762186 1.32673415),POINT (25140.215960650392 34329.05326085294),25140.21599388,34329.05309999
63984,SBG LC ARBO/PRC/PRU,"01657C465D5D5EC5","20250124001423",POINT (103.81789598 1.32183872),POINT (26283.617912256468 33787.73220406901),26283.61811997,33787.73264999
63985,MOUNT FABER PARK,"0D1736E9C888A68B","20250124001423",POINT (103.81933003 1.27055151),POINT (26443.182082938176 28116.655839494215),26443.18219308,28116.65569999
63986,ALMOND CRESCENT PG,"048A809CB0DC9702","20250124001423",POINT (103.77198061 1.37321244),POINT (21173.83512501004 39468.45790674351),21173.83463682,39468.45844999
63987,TEACHER`S ESTATE PG,"05253C62E6067DF6","20250124001423",POINT (103.8291995 1.38199227),POINT (27541.598738631612 40439.19967925089),27541.599,40439.19915379
63988,CHU YEN PLAYGROUND,FEEA4DAEDDF92671,"20250124001423",POINT (103.75897634 1.35869717),POINT (19726.56870493793 37863.47299417602),19726.5687452,37863.47299999
63989,CLEMENTI WOODS PARK,"4C24AF5BF5225BC2","20250124001423",POINT (103.76761686 1.29893354),POINT (20687.983319249855 31255.08495182293),20687.98305,31255.08441504
63990,KEMUNING PK,D30DB3F28D455647,"20250124001423",POINT (103.8270806 1.43932557),POINT (27305.809052968623 46778.82694717716),27305.80929711,46778.82719999
