"objectid","station_name","exit_code","inc_crc","updated_at","lon","lat","geom_4326","geom_3414"
14113,SOO TECK LRT STATION,Exit A,"5C840B0088A042B7","20231019120510",103.897029921817,1.4050149248670734,POINT (103.897029921817 1.4050149248670734),POINT (35090.19770003426 42985.0244000448)
14114,SUMANG LRT STATION,Exit B,"5B2417A2FAFF4D06","20231019120510",103.8987571239555,1.4084879018383736,POINT (103.8987571239555 1.4084879018383736),POINT (35282.400900034234 43369.054200050174)
14115,SUMANG LRT STATION,Exit A,DE121A01C547F972,"20231019120510",103.89833568007762,1.4083684310204716,POINT (103.89833568007762 1.4083684310204716),POINT (35235.500400033256 43355.84240004998)
14116,NIBONG LRT STATION,Exit B,BDB536DD4D5059E3,"20231019120510",103.90053155420699,1.4119103237022979,POINT (103.90053155420699 1.4119103237022979),POINT (35479.85950003333 43747.49420005547)
14117,NIBONG LRT STATION,Exit A,"853F2A40C64D662F","20231019120510",103.90007380805265,1.4117727733571026,POINT (103.90007380805265 1.4117727733571026),POINT (35428.91920003575 43732.28310005531)
14118,SERANGOON MRT STATION,Exit C,"29231A6BE44BC0C3","20231019120510",103.87369401449845,1.350595104421425,POINT (103.87369401449845 1.350595104421425),POINT (32493.333000034574 36967.4978999603)
14119,SERANGOON MRT STATION,Exit D,AF9B4A2ED6E87545,"20231019120510",103.87432194657637,1.3499015921064987,POINT (103.87432194657637 1.3499015921064987),POINT (32563.21610003527 36890.81399995923)
14120,SERANGOON MRT STATION,Exit A,"56E474B40576C822","20231019120510",103.87395739539099,1.3494816802550018,POINT (103.87395739539099 1.3494816802550018),POINT (32522.646400033464 36844.381599958586)
14130,MAYFLOWER MRT STATION,Exit 5,"728784A5D5FEAA7A","20231019120510",103.83676032658745,1.3707773381548525,POINT (103.83676032658745 1.3707773381548525),POINT (28383.02470003425 39199.109399991656)
14131,MAYFLOWER MRT STATION,Exit 4,AE51C872434B37D7,"20231019120510",103.83679597809743,1.3712763229015377,POINT (103.83679597809743 1.3712763229015377),POINT (28386.992200034692 39254.28459999241)
14132,MAYFLOWER MRT STATION,Exit 7,"0C15214EBA575804","20231019120510",103.83628496724023,1.3713773076184756,POINT (103.83628496724023 1.3713773076184756),POINT (28330.122900034625 39265.45089999261)
14133,MAYFLOWER MRT STATION,Exit 1,"4C504570F6BC8EC3","20231019120510",103.83671675130967,1.3727039723470345,POINT (103.83671675130967 1.3727039723470345),POINT (28378.17500003404 39412.14679999459)
14134,MAYFLOWER MRT STATION,Exit 2,"4F085EF4AAB00599","20231019120510",103.837031676998,1.3737197610491918,POINT (103.837031676998 1.3737197610491918),POINT (28413.222200033793 39524.46759999618)
14135,MAYFLOWER MRT STATION,Exit 3,"03D1FF1990E162EB","20231019120510",103.83746104124462,1.3735320920974323,POINT (103.83746104124462 1.3735320920974323),POINT (28461.00520003442 39503.71619999596)
14136,LENTOR MRT STATION,Exit 5,"1DBB7D760352881C","20231019120510",103.83683953269572,1.384162375361772,POINT (103.83683953269572 1.384162375361772),POINT (28391.83720003465 40679.15880001244)
14137,LENTOR MRT STATION,Exit 4,"872548D8089E5C63","20231019120510",103.83733866006392,1.3836277515432962,POINT (103.83733866006392 1.3836277515432962),POINT (28447.383800033815 40620.042900011584)
14138,LENTOR MRT STATION,Exit 3,"26CD4A0F04FEAE7A","20231019120510",103.83739808002932,1.38460195423691,POINT (103.83739808002932 1.38460195423691),POINT (28453.996300033356 40727.76530001308)
14139,LENTOR MRT STATION,Exit 1,AD8355986951011E,"20231019120510",103.8353599767011,1.3854098299074886,POINT (103.8353599767011 1.3854098299074886),POINT (28227.18140003379 40817.09580001436)
14140,LENTOR MRT STATION,Exit 2,"1D02FE80AE160F4F","20231019120510",103.83582345202382,1.3858909900868417,POINT (103.83582345202382 1.3858909900868417),POINT (28278.760200033543 40870.30010001512)
14141,SPRINGLEAF MRT STATION,Exit 1,"122980157DCB57C6","20231019120510",103.81800341495403,1.3987872483653485,POINT (103.81800341495403 1.3987872483653485),POINT (26295.628400034395 42296.30840003513)
14142,WOODLANDS SOUTH MRT STATION,Exit 4,"2F1F88360B17E436","20231019120510",103.7944238317872,1.4266842408027618,POINT (103.7944238317872 1.4266842408027618),POINT (23671.589500034654 45381.04800007842)
14143,WOODLANDS SOUTH MRT STATION,Exit 3,"6518624D5602BB64","20231019120510",103.7945604978579,1.4274267600356203,POINT (103.7945604978579 1.4274267600356203),POINT (23686.799800033652 45463.1518000796)
14144,WOODLANDS SOUTH MRT STATION,Exit 2,E9A31A80A570C976,"20231019120510",103.79341369273166,1.4276049641345527,POINT (103.79341369273166 1.4276049641345527),POINT (23559.177700033353 45482.85890007987)
14145,WOODLANDS SOUTH MRT STATION,Exit 1,"45D78AD571DA0977","20231019120510",103.79302746334568,1.4273020172478001,POINT (103.79302746334568 1.4273020172478001),POINT (23516.195500033726 45449.3613000794)
14146,WOODLANDS MRT STATION,Exit 7,AD7053030CB8BF9F,"20231019120510",103.78797676882189,1.4344955258377818,POINT (103.78797676882189 1.4344955258377818),POINT (22954.14360003335 46244.794000090595)
14147,PUNGGOL LRT STATION,Exit C,"946836207101FC23","20231019120510",103.90211563918285,1.4043006257297816,POINT (103.90211563918285 1.4043006257297816),POINT (35656.17080003536 42906.05680004371)
14148,PUNGGOL MRT STATION,Exit B,E3FC8EFB1852284C,"20231019120510",103.90259819698754,1.4051862417636451,POINT (103.90259819698754 1.4051862417636451),POINT (35709.870000034614 43003.98540004508)
14149,PUNGGOL LRT STATION,Exit D,ABD1B5F0A5C95A52,"20231019120510",103.90179852436347,1.404438336178063,POINT (103.90179852436347 1.404438336178063),POINT (35620.8798000336 42921.283100043926)
14150,PUNGGOL MRT STATION,Exit A,"0B2529A684127E11","20231019120510",103.90230599665618,1.405339576226845,POINT (103.90230599665618 1.405339576226845),POINT (35677.35160003344 43020.93940004531)
14151,SENGKANG MRT STATION,Exit C,"5C2ABE67FA9DA403","20231019120510",103.89520939988465,1.3908815860944936,POINT (103.89520939988465 1.3908815860944936),POINT (34887.63970003335 41422.22500002289)
14152,SENGKANG MRT STATION,Exit A,"245FC278F4E5D3D3","20231019120510",103.89540572075428,1.3918291197182173,POINT (103.89540572075428 1.3918291197182173),POINT (34909.484900033414 41526.9991000244)
14153,SENGKANG MRT STATION,Exit B,"7B18AEBD6DA44B02","20231019120510",103.89563689436537,1.3917956376620702,POINT (103.89563689436537 1.3917956376620702),POINT (34935.21160003424 41523.297500024295)
14154,SENGKANG MRT STATION,Exit D,E026168F5D7B044A,"20231019120510",103.89570545661016,1.3923708436315307,POINT (103.89570545661016 1.3923708436315307),POINT (34942.840000034295 41586.90110002518)
14155,BOON KENG MRT STATION,Exit A,"0194CF0B3B46824D","20231019120510",103.86150235706886,1.3201068759913108,POINT (103.86150235706886 1.3201068759913108),POINT (31136.576800035935 33596.24619991297)
14156,BISHAN MRT STATION,Exit A,"32BBD904B9B7DCBD","20231019120510",103.8483049917219,1.350579598712016,POINT (103.8483049917219 1.350579598712016),POINT (29667.81950003405 36965.75119996032)
14157,BISHAN MRT STATION,Exit D,CC79D6FD2A8F1DD0,"20231019120510",103.85020108196488,1.3510532199332945,POINT (103.85020108196488 1.3510532199332945),POINT (29878.832700033352 37018.12319996097)
14158,BEAUTY WORLD MRT STATION,Exit B,"91AF290F33622FDB","20231019120510",103.77545067944088,1.341582214549837,POINT (103.77545067944088 1.341582214549837),POINT (21559.927800033347 35970.93749994633)
14159,BAYFRONT MRT STATION,Exit B,F8BA0963046FE249,"20231019120510",103.85975918022659,1.2827052247082797,POINT (103.85975918022659 1.2827052247082797),POINT (30942.621700033982 29460.56169985489)
14160,BAYFRONT MRT STATION,Exit C,"959F42085F43D0D7","20231019120510",103.85959687218748,1.2828349086889401,POINT (103.85959687218748 1.2828349086889401),POINT (30924.558000036082 29474.901299855075)
14121,YEW TEE MRT STATION,Exit A,"3C305BEEF18066B9","20231019120510",103.74719516647077,1.3976554793526916,POINT (103.74719516647077 1.3976554793526916),POINT (18415.61520003408 42171.33330003335)
14122,YEW TEE MRT STATION,Exit B,"35EAF4829E8E58D0","20231019120510",103.74732988003458,1.3980677680600264,POINT (103.74732988003458 1.3980677680600264),POINT (18430.60870003434 42216.92160003403)
14123,JURONG EAST MRT STATION,Exit B,"133799CC6DC30D46","20231019120510",103.74264016298261,1.3325262356481666,POINT (103.74264016298261 1.3325262356481666),POINT (17908.432200034964 34969.68329993226)
14124,DT4,"2",DEBE61198CBF6328,"20250527170139",103.7686516998054,1.3548287003188688,POINT (103.7686516998054 1.3548287003188688),POINT (20803.31340003378 37435.68609996689)
14125,DT4,"1",BFFFA021E82FCF75,"20250527170158",103.76869550039065,1.3550632998007643,POINT (103.76869550039065 1.3550632998007643),POINT (20808.18860003466 37461.62679996723)
14126,NICOLL HIGHWAY MRT STATION,Exit B,"2E07D7422B61952A","20231019120510",103.86415174770211,1.2996607596837686,POINT (103.86415174770211 1.2996607596837686),POINT (31431.455700034094 31335.422999881215)
14127,POTONG PASIR MRT STATION,Exit A,"1B39543BA5308563","20231019120510",103.86896644470293,1.3328013522428703,POINT (103.86896644470293 1.3328013522428703),POINT (31967.236100033584 34999.9471999327)
14128,BRIGHT HILL MRT STATION,Exit 1,CFB9350F44E8991A,"20231019120510",103.83363541399386,1.3640371821656152,POINT (103.83363541399386 1.3640371821656152),POINT (28035.26000003443 38453.816999981136)
14129,MAYFLOWER MRT STATION,Exit 6,"64DA1E7B1619F148","20231019120510",103.83630873474603,1.370896144193217,POINT (103.83630873474603 1.370896144193217),POINT (28332.768000033608 39212.24629999186)
14161,SERANGOON MRT STATION,Exit H,F904CF22F1692BDE,"20231019120510",103.873546495734,1.3497276995143592,POINT (103.873546495734 1.3497276995143592),POINT (32476.91740003426 36871.58439995892)
14162,BARTLEY MRT STATION,Exit A,"0455856EC60DC1B0","20231019120510",103.88025589326459,1.342248749216091,POINT (103.88025589326459 1.342248749216091),POINT (33223.61440003451 36044.613399947324)
14163,BARTLEY MRT STATION,Exit B,"21A49043695321F2","20231019120510",103.8789086939245,1.3435010615293341,POINT (103.8789086939245 1.3435010615293341),POINT (33073.68310003435 36183.084899949296)
14164,TAMPINES EAST MRT STATION,Exit C,FFF4C9A7B530851C,"20231019120510",103.95570471137918,1.3555531715017815,POINT (103.95570471137918 1.3555531715017815),POINT (41620.18510003417 37516.042399968)
14165,BENCOOLEN MRT STATION,Exit B,"0DF43E9348A676BC","20231019120510",103.84956047759098,1.2981994004556694,POINT (103.84956047759098 1.2981994004556694),POINT (29807.578900033343 31173.818299878963)
14166,TANJONG PAGAR MRT STATION,Exit E,BD38C5FD98D816FF,"20231019120510",103.84709579119706,1.2762591011325783,POINT (103.84709579119706 1.2762591011325783),POINT (29533.294300033805 28747.771599844884)
14167,RAFFLES PLACE MRT STATION,Exit I,"5783A6CCBAC00283","20231019120510",103.85143330239858,1.282382307297459,POINT (103.85143330239858 1.282382307297459),POINT (30016.020100034028 29424.847099854385)
14168,RAFFLES PLACE MRT STATION,Exit F,"0172739C99613BF7","20231019120510",103.85096090209325,1.2825385749191898,POINT (103.85096090209325 1.2825385749191898),POINT (29963.445700033342 29442.125999854674)
14169,RAFFLES PLACE MRT STATION,Exit J,"244D66DE744BCD47","20231019120510",103.85129603343073,1.28262623356678,POINT (103.85129603343073 1.28262623356678),POINT (30000.74300003401 29451.819099854776)
14170,RAFFLES PLACE MRT STATION,Exit C,D79CE3109CFB1331,"20231019120510",103.8515625354869,1.2836305207274084,POINT (103.8515625354869 1.2836305207274084),POINT (30030.401700034017 29562.868199856355)
14171,ESPLANADE MRT STATION,Exit B,"651EA817751D16D3","20231019120510",103.85617567093513,1.2929271873364572,POINT (103.85617567093513 1.2929271873364572),POINT (30543.796400034673 30590.849799870775)
14172,ESPLANADE MRT STATION,Exit C,"37A435E4166C73B7","20231019120510",103.85585520377214,1.2929043369195197,POINT (103.85585520377214 1.2929043369195197),POINT (30508.131200033524 30588.32279987074)
14173,ESPLANADE MRT STATION,Exit G,"2ACFF8F7FE329CCA","20231019120510",103.85492020244,1.2935864007363411,POINT (103.85492020244 1.2935864007363411),POINT (30404.073000033874 30663.74099987179)
14174,CHANGI AIRPORT MRT STATION,Exit B,"18E22F13F5B553EB","20231019120510",103.98730457979791,1.3572202560601727,POINT (103.98730457979791 1.3572202560601727),POINT (45136.887100034466 37700.58139997059)
14175,CHANGI AIRPORT MRT STATION,Exit A,"2D491EF64CB58C02","20231019120510",103.98927664241383,1.3563414210048035,POINT (103.98927664241383 1.3563414210048035),POINT (45356.36200003387 37603.41799996921)
14176,HOUGANG MRT STATION,Exit B,"6D19186EFE5FD5FB","20231019120510",103.89297240097162,1.3719461165527262,POINT (103.89297240097162 1.3719461165527262),POINT (34638.743400035775 39328.42939999349)
14177,SEMBAWANG MRT STATION,Exit C,CBDA244C9326B8C6,"20231019120510",103.81975896600352,1.44915683716069,POINT (103.81975896600352 1.44915683716069),POINT (26491.030400033647 47865.92270011338)
14178,EUNOS MRT STATION,Exit C,CB562FEDBA333355,"20231019120510",103.90321518697834,1.3195299188012677,POINT (103.90321518697834 1.3195299188012677),POINT (35778.80720003556 33532.54069991208)
14179,TAI SENG MRT STATION,Exit A,"54874BD41781B357","20231019120510",103.88762743726211,1.3359140849264504,POINT (103.88762743726211 1.3359140849264504),POINT (34044.00310003422 35344.175299937546)
14180,SERANGOON MRT STATION,Exit E,"12758F1DDC8CF6B8","20231019120510",103.87290211634077,1.3508202454303972,POINT (103.87290211634077 1.3508202454303972),POINT (32405.20320003455 36992.391399960645)
14181,SERANGOON MRT STATION,Exit B,DA4475EAB2A9601C,"20231019120510",103.87364132190379,1.3498337382561254,POINT (103.87364132190379 1.3498337382561254),POINT (32487.47030003535 36883.30979995912)
14182,SERANGOON MRT STATION,Exit G,"40A841F72D73A02C","20231019120510",103.87286669539574,1.3507901994138853,POINT (103.87286669539574 1.3507901994138853),POINT (32401.261300033366 36989.06899996059)
14183,YISHUN MRT STATION,Exit E,C551A20E6E342A65,"20231019120510",103.83564365493329,1.4296655971646168,POINT (103.83564365493329 1.4296655971646168),POINT (28258.746300033272 45710.67490008303)
14184,YISHUN MRT STATION,Exit B,C2D55B079B8AA456,"20231019120510",103.83486553346143,1.4296362919100813,POINT (103.83486553346143 1.4296362919100813),POINT (28172.153000033308 45707.434400083024)
14185,SENJA LRT STATION,Exit A,C46382A21331EA45,"20231019120510",103.76232576657173,1.3828754471752023,POINT (103.76232576657173 1.3828754471752023),POINT (20099.400600033627 40536.974700010454)
14186,BEDOK RESERVOIR MRT STATION,Exit A,"2B5A7B2D633B3BD5","20231019120510",103.93288682250619,1.336347760899778,POINT (103.93288682250619 1.336347760899778),POINT (39080.89730003447 35392.28669993817)
14187,TAMPINES MRT STATION,Exit G,"4857FF7FA81FC41A","20231019120510",103.94272349669535,1.3545963387281112,POINT (103.94272349669535 1.3545963387281112),POINT (40175.526400034585 37410.17139996656)
14188,TAMPINES MRT STATION,Exit D,"1D91E52F1D3C6192","20231019120510",103.94367818203155,1.354870574817919,POINT (103.94367818203155 1.354870574817919),POINT (40281.770800034195 37440.499899966984)
14189,GEYLANG BAHRU MRT STATION,Exit B,"7D14D8F944626336","20231019120510",103.87179427142719,1.3211091157953243,POINT (103.87179427142719 1.3211091157953243),POINT (32281.963900034316 33707.08409991454)
14190,UPPER CHANGI MRT STATION,Exit D,DCF272AB67E90046,"20231019120510",103.96104308070888,1.3408404740643267,POINT (103.96104308070888 1.3408404740643267),POINT (42214.37120003388 35889.214099945166)
14191,BEDOK NORTH MRT STATION,Exit C,"7227ED6E51A0A478","20231019120510",103.9178105260292,1.3344225765515134,POINT (103.9178105260292 1.3344225765515134),POINT (37403.07020003335 35179.34659993523)
14192,BENDEMEER MRT STATION,Exit A,CC5340F062D36648,"20231019120510",103.86307400593707,1.3138525056222503,POINT (103.86307400593707 1.3138525056222503),POINT (31311.494100034794 32904.67199990326)
14193,JALAN BESAR MRT STATION,Exit A,"1DF95F048432E540","20231019120510",103.8552961254143,1.304889894129293,POINT (103.8552961254143 1.304889894129293),POINT (30445.899100033577 31913.62349988935)
14194,TAMPINES WEST MRT STATION,Exit B,"538DEFEDB8DF426A","20231019120510",103.93894850378165,1.3449991975144835,POINT (103.93894850378165 1.3449991975144835),POINT (39755.458100033335 36348.94809995161)
14195,KAKI BUKIT MRT STATION,Exit A,C7859F14611E3E46,"20231019120510",103.90940509862578,1.3353112063695616,POINT (103.90940509862578 1.3353112063695616),POINT (36467.63040003412 35277.57629993654)
14196,BENCOOLEN MRT STATION,Exit A,"58C4E2D41BF56E13","20231019120510",103.85084338471715,1.2991951960301853,POINT (103.85084338471715 1.2991951960301853),POINT (29950.354300033345 31283.92919988051)
14197,BUKIT GOMBAK MRT STATION,Exit B,DE40965F683CCE3E,"20231019120452",103.75209299569798,1.3586952612690937,POINT (103.75209299569798 1.3586952612690937),POINT (18960.531600034243 37863.28659997287)
14198,YEW TEE MRT STATION,Exit D,"992342EAF6984144","20231019120510",103.74711143100039,1.3972725119722809,POINT (103.74711143100039 1.3972725119722809),POINT (18406.295000035745 42128.987000032765)
14199,YEW TEE MRT STATION,Exit C,A5C5202910FC0B3E,"20231019120510",103.74743189325034,1.3970007717306616,POINT (103.74743189325034 1.3970007717306616),POINT (18441.95710003415 42098.938000032394)
14200,DT18,E,"876C55E36105A859","20250713123809",103.84750000000379,1.282700000363803,POINT (103.84750000000379 1.282700000363803),POINT (29578.275600034365 29459.97319985484)
14201,DT18,D,"1DD9022663718F32","20250713123824",103.84809999968618,1.2826000004195686,POINT (103.84809999968618 1.2826000004195686),POINT (29645.050700035852 29448.916099854705)
14202,FERNVALE LRT STATION,Exit A,"92D152D45E445F84","20231019120510",103.87626165389224,1.3921582676260966,POINT (103.87626165389224 1.3921582676260966),POINT (32779.000100033896 41563.347200024844)
14203,HARBOURFRONT MRT STATION,Exit A,"54F69FDA2233B8B4","20231019120510",103.82250980721876,1.2650850346118385,POINT (103.82250980721876 1.2650850346118385),POINT (26797.064300033566 27512.199599827527)
14204,COVE LRT STATION,Exit B,"8007BDF5105E0800","20231019120510",103.90617601360019,1.3993026566088154,POINT (103.90617601360019 1.3993026566088154),POINT (36108.05230003341 42353.41990003594)
14205,CORAL EDGE LRT STATION,Exit A,D4CB376FFBED3D8A,"20231019120510",103.91265223396981,1.3936846522216244,POINT (103.91265223396981 1.3936846522216244),POINT (36828.789900033946 41732.23220002718)
14206,CORAL EDGE LRT STATION,Exit B,E7718F39AA487D8B,"20231019120510",103.91270874436744,1.3939708071108299,POINT (103.91270874436744 1.3939708071108299),POINT (36835.07770003406 41763.874000027696)
14207,RIVIERA LRT STATION,Exit A,"720E105DE8EACE66","20231019120510",103.91626309852711,1.3943256111183955,POINT (103.91626309852711 1.3943256111183955),POINT (37230.629300034525 41803.120100028216)
14208,RIVIERA LRT STATION,Exit B,B302D78A0F102EF5,"20231019120510",103.91593547052074,1.3945590659696856,POINT (103.91593547052074 1.3945590659696856),POINT (37194.16770003391 41828.933100028575)
14209,KADALOOR LRT STATION,Exit B,F84C17D9498B88F1,"20231019120510",103.91651713032786,1.399411467180394,POINT (103.91651713032786 1.399411467180394),POINT (37258.879800033465 42365.489900036104)
14210,OASIS LRT STATION,Exit B,"9B8770AEDF254A19","20231019120510",103.91275457379543,1.4021037193748016,POINT (103.91275457379543 1.4021037193748016),POINT (36840.147500034225 42663.171300040296)
14211,DAMAI LRT STATION,Exit B,C9AD817C66E8F720,"20231019120510",103.90861385602817,1.4050460283087411,POINT (103.90861385602817 1.4050460283087411),POINT (36379.3311000339 42988.50200004482)
14212,SAM KEE LRT STATION,Exit B,ED444F6994E770B0,"20231019120510",103.9047922799363,1.4098276724417222,POINT (103.9047922799363 1.4098276724417222),POINT (35954.02570003396 43517.21910005228)
14213,SAM KEE LRT STATION,Exit A,D716A4040285BEB9,"20231019120510",103.90503857100495,1.4097025000417631,POINT (103.90503857100495 1.4097025000417631),POINT (35981.43490003412 43503.379000052075)
14214,TECK LEE LRT STATION,Exit B,B648DCD0478F77B3,"20231019120510",103.90651078993365,1.41292900309077,POINT (103.90651078993365 1.41292900309077),POINT (36145.26120003437 43860.154800057084)
14215,TECK LEE LRT STATION,Exit A,"3025BE9395030FE0","20231019120510",103.90678152950578,1.4128757347357002,POINT (103.90678152950578 1.4128757347357002),POINT (36175.390900034254 43854.265600057006)
14216,SAMUDERA LRT STATION,Exit B,"4D74C24533C50685","20231019120510",103.90236156011096,1.41590585709171,POINT (103.90236156011096 1.41590585709171),POINT (35683.50040003543 44189.306400061745)
14217,SAMUDERA LRT STATION,Exit A,"5773D3B5DB9A561F","20231019120510",103.90191150962721,1.4158653604828477,POINT (103.90191150962721 1.4158653604828477),POINT (35633.41630003368 44184.82700006163)
14218,BUKIT PANJANG LRT STATION,Exit B,E6C3D8E13B430D8D,"20231019120510",103.76317852054554,1.3778632485675977,POINT (103.76317852054554 1.3778632485675977),POINT (20194.285000033313 39982.748000002655)
14219,BUKIT PANJANG LRT STATION,Exit A,"09D276CE9D28C5F6","20231019120510",103.76306355524726,1.378020383749656,POINT (103.76306355524726 1.378020383749656),POINT (20181.49130003438 40000.12360000287)
14220,KRANJI MRT STATION,Exit C,"20E6B767B2F69FB8","20231019120510",103.76175468556137,1.4251259491570445,POINT (103.76175468556137 1.4251259491570445),POINT (20035.98950003345 45208.82710007601)
14221,LAKESIDE MRT STATION,Exit B,DA7033E23CE2B741,"20231019120510",103.72107541274288,1.344081457519484,POINT (103.72107541274288 1.344081457519484),POINT (15508.55470003433 36247.50189995019)
14222,LAKESIDE MRT STATION,Exit C,"577ECF5E707DE228","20231019120510",103.72171282700319,1.3443041699686624,POINT (103.72171282700319 1.3443041699686624),POINT (15579.493200034558 36272.125099950536)
14223,BOON LAY MRT STATION,Exit A,F72B433FA6426C66,"20231019120510",103.7054089949691,1.3382799880819698,POINT (103.7054089949691 1.3382799880819698),POINT (13765.016300034587 35606.089199941176)
14224,BOON LAY MRT STATION,Exit C,E67002E356755554,"20231019120510",103.70595515261101,1.3387381087333912,POINT (103.70595515261101 1.3387381087333912),POINT (13825.800600033663 35656.742799941894)
14225,BOON LAY MRT STATION,Exit B,D64646CF4B4055D8,"20231019120510",103.70614554796673,1.338420695657893,POINT (103.70614554796673 1.338420695657893),POINT (13846.987800033505 35621.643699941436)
14226,BUKIT GOMBAK MRT STATION,Exit D,ED8947B8EAD1722E,"20231019120510",103.75195099052644,1.3592978528191881,POINT (103.75195099052644 1.3592978528191881),POINT (18944.730300033953 37929.91869997379)
14227,BUKIT GOMBAK MRT STATION,Exit A,"09DD5C2C18DD73D5","20231019120510",103.75207638937478,1.359069846241564,POINT (103.75207638937478 1.359069846241564),POINT (18958.68490003413 37904.7063999735)
14228,BUKIT GOMBAK MRT STATION,Exit C,"86F244E67822A799","20231019120510",103.75172661484677,1.3590649797518373,POINT (103.75172661484677 1.3590649797518373),POINT (18919.759000035803 37904.16959997349)
14229,BUKIT BATOK MRT STATION,Exit A,"400A184FD3289B7A","20231019120510",103.7499739902577,1.3495610753524367,POINT (103.7499739902577 1.3495610753524367),POINT (18724.67590003425 36853.281899958725)
14230,BUKIT BATOK MRT STATION,Exit D,E14204E5225118FF,"20231019120510",103.74911839418894,1.3484053759049566,POINT (103.74911839418894 1.3484053759049566),POINT (18629.453100035313 36725.493699956925)
14231,CHINATOWN MRT STATION,Exit D,FCD3F9C4B46D59AD,"20231019120510",103.84347621052814,1.285406459986675,POINT (103.84347621052814 1.285406459986675),POINT (29130.459700033694 29759.237399859096)
14232,BUKIT BATOK MRT STATION,Exit C,C429C4E74FC7D20E,"20231019120510",103.74976656493072,1.3495200607327413,POINT (103.74976656493072 1.3495200607327413),POINT (18701.59160003362 36848.74749995868)
14233,ESPLANADE MRT STATION,Exit A,E51530AE6521B581,"20231019120510",103.8563055547391,1.2933705482768734,POINT (103.8563055547391 1.2933705482768734),POINT (30558.250900033494 30639.87449987144)
14234,BRAS BASAH MRT STATION,Exit E,"6010EED2184D4748","20231019120510",103.85042319251075,1.297535451717088,POINT (103.85042319251075 1.297535451717088),POINT (29903.591900036005 31100.402899877932)
14235,BRAS BASAH MRT STATION,Exit D,D53EA9E82E6BE2E5,"20231019120510",103.8501575209801,1.2975514851835557,POINT (103.8501575209801 1.2975514851835557),POINT (29874.025000035625 31102.175599877966)
14236,BRAS BASAH MRT STATION,Exit C,"9448BEB862765BA4","20231019120510",103.85024985270456,1.2970144329639453,POINT (103.85024985270456 1.2970144329639453),POINT (29884.301100033368 31042.79119987708)
14237,BRAS BASAH MRT STATION,Exit A,"1C26490BD624B606","20231019120510",103.85132725338609,1.296858921771042,POINT (103.85132725338609 1.296858921771042),POINT (30004.206400034134 31025.596399876864)
14238,BRAS BASAH MRT STATION,Exit B,"57B5E4CF560CD25A","20231019120510",103.85047427550748,1.2960462130772386,POINT (103.85047427550748 1.2960462130772386),POINT (29909.278100033753 30935.73059987564)
14239,ONE-NORTH MRT STATION,Exit C,"14396AC4C6B421F3","20231019120510",103.78756545620355,1.2997146976063356,POINT (103.78756545620355 1.2997146976063356),POINT (22908.086700033633 31341.41239988125)
14240,SOMERSET MRT STATION,Exit A,C073EA14C7AA013E,"20231019120510",103.83839932657575,1.3000284884873998,POINT (103.83839932657575 1.3000284884873998),POINT (28565.441600034024 31376.06419988178)
14241,POTONG PASIR MRT STATION,Exit B,ADC7223B75A5E175,"20231019120510",103.86933323936297,1.3311481407339933,POINT (103.86933323936297 1.3311481407339933),POINT (32008.05920003342 34817.14409993014)
14242,POTONG PASIR MRT STATION,Exit C,C0620A11315B77FF,"20231019120510",103.86870389318757,1.3310667109798315,POINT (103.86870389318757 1.3310667109798315),POINT (31938.01960003368 34808.13899992999)
14243,BOON KENG MRT STATION,Exit B,"437A42A639D5778D","20231019120510",103.86190367551879,1.3192351959974773,POINT (103.86190367551879 1.3192351959974773),POINT (31181.24070003433 33499.86079991164)
14244,WOODLEIGH MRT STATION,Exit B,"6AA9CF467B21891C","20231019120510",103.87050846814451,1.3385831494601297,POINT (103.87050846814451 1.3385831494601297),POINT (32138.83760003376 35639.27139994163)
14245,WOODLEIGH MRT STATION,Exit A,"390C6CA013A0C83B","20231019120510",103.87094060456803,1.3385106544114485,POINT (103.87094060456803 1.3385106544114485),POINT (32186.929900033938 35631.25599994154)
14246,WOODLEIGH MRT STATION,Exit C,"021A225B04A13444","20231019120510",103.87105380415785,1.339867219941902,POINT (103.87105380415785 1.339867219941902),POINT (32199.52550003366 35781.25829994366)
14247,TOA PAYOH MRT STATION,Exit D,"5AB7564CE0D0C509","20231019120510",103.84651740615568,1.3332787459863253,POINT (103.84651740615568 1.3332787459863253),POINT (29468.89160003348 35052.710199933405)
14248,NOVENA MRT STATION,Exit A,"1C30DBBBBC9F938C","20231019120510",103.84438933387052,1.321094868302358,POINT (103.84438933387052 1.321094868302358),POINT (29232.065400033287 33705.47829991453)
14249,NOVENA MRT STATION,Exit B,F8D815A9ADA89BE1,"20231019120510",103.84333973347628,1.3198958860347805,POINT (103.84333973347628 1.3198958860347805),POINT (29115.25580003411 33572.90049991265)
14250,TOA PAYOH MRT STATION,Exit C,"4C8924227130F1F0","20231019120510",103.84731977363178,1.3329941018374794,POINT (103.84731977363178 1.3329941018374794),POINT (29558.18690003455 35021.236199933)
14251,TOA PAYOH MRT STATION,Exit B,DE385222B3EA4A3C,"20231019120510",103.847577567476,1.3323155366467678,POINT (103.847577567476 1.3323155366467678),POINT (29586.87710003385 34946.20409993194)
14252,BRADDELL MRT STATION,Exit A,"6D90E5E9F8684602","20231019120510",103.84642954072108,1.341068992069514,POINT (103.84642954072108 1.341068992069514),POINT (29459.108500035978 35914.11569994554)
